2024-08-25 12:02:48,984 - INFO - A new study created in memory with name: no-name-537d7146-4b75-40d0-83e0-7c0be3ca6480
2024-08-25 12:23:54,620 - INFO - Trial 0 finished with value: 2.999416666666667 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 32, 'lr': 0.007737274632480271, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.4296425611687054, 'scheduler_step_size': 5, 'scheduler_gamma': 0.5406809073731573}. Best is trial 0 with value: 2.999416666666667.
2024-08-25 20:54:18,868 - INFO - Trial 66 finished with value: 0.46416666666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 3.1858946913352144e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.11183391141269142, 'scheduler_step_size': 4, 'scheduler_gamma': 0.24886358141374532}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 21:04:24,757 - INFO - Trial 67 finished with value: 1.2555833333333333 and parameters: {'window_size': 4, 'horizon': 8, 'batch_size': 64, 'lr': 5.786289422852998e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.07991205022648962, 'scheduler_step_size': 4, 'scheduler_gamma': 0.3676850265406394}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 21:18:40,367 - INFO - Trial 68 finished with value: 0.33208333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 1.4368595694327087e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.046598024974016376, 'scheduler_step_size': 3, 'scheduler_gamma': 0.485746942220097}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 21:40:28,762 - INFO - Trial 69 finished with value: 0.6326666666666666 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 32, 'lr': 0.00019280294147311732, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.10050559462652701, 'scheduler_step_size': 3, 'scheduler_gamma': 0.30798291612729767}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 21:45:52,726 - INFO - Trial 70 finished with value: 0.7294166666666665 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 3.0295367592483014e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.11969465050203461, 'scheduler_step_size': 5, 'scheduler_gamma': 0.6566350589821268}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 21:56:05,150 - INFO - Trial 71 finished with value: 0.33975 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 8.790307259914215e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.08107194675895801, 'scheduler_step_size': 3, 'scheduler_gamma': 0.7165815121290945}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:07:29,202 - INFO - Trial 72 finished with value: 0.3786666666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 5.68721586252638e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.05661909731220195, 'scheduler_step_size': 2, 'scheduler_gamma': 0.6355773743111804}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:24:45,399 - INFO - Trial 73 finished with value: 0.35541666666666677 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 2.194287777650775e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.09230403052527952, 'scheduler_step_size': 3, 'scheduler_gamma': 0.5667447504321012}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:34:20,285 - INFO - Trial 74 finished with value: 0.32483333333333336 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 0.00013308129415638548, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.15640091552061164, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7646641142102946}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:42:42,347 - INFO - Trial 75 finished with value: 0.4400833333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 4.147015764251269e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.01723091305740524, 'scheduler_step_size': 2, 'scheduler_gamma': 0.4086598889558522}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:48:42,817 - INFO - Trial 76 finished with value: 0.24733333333333332 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 7.349658360858609e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.4997779324104599, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6991289292967626}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:53:40,083 - INFO - Trial 77 finished with value: 1.6991666666666667 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 128, 'lr': 2.6341088753543805e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.45395332383242337, 'scheduler_step_size': 4, 'scheduler_gamma': 0.4338720221970091}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 22:59:15,645 - INFO - Trial 78 finished with value: 1.0700833333333333 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 128, 'lr': 1.3354539789913247e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.21226076735157023, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6900276027026379}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 23:05:28,929 - INFO - Trial 79 finished with value: 0.7423333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.9956679097910782e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.49989069664678876, 'scheduler_step_size': 5, 'scheduler_gamma': 0.7261700859947654}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 23:11:32,669 - INFO - Trial 80 finished with value: 0.224 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00014705671976430443, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.030978775646721905, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8042409340351016}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 23:18:07,619 - INFO - Trial 81 finished with value: 0.0963333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 6.383121297065377e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.038653431019367405, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8481010873361721}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 23:22:59,527 - INFO - Trial 82 finished with value: -0.036083333333333335 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 3.643640190211567e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.03721590538295661, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8502329264538571}. Best is trial 82 with value: -0.036083333333333335.
2024-08-25 23:28:41,285 - INFO - Trial 83 finished with value: -0.13683333333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 3.7937683131870976e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.04075973508714871, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8495032887432197}. Best is trial 83 with value: -0.13683333333333333.
2024-08-25 23:34:16,324 - INFO - Trial 84 finished with value: -0.05358333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00012152757751060857, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.03721075798041493, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8605146428720757}. Best is trial 83 with value: -0.13683333333333333.
2024-08-25 23:39:40,107 - INFO - Trial 85 finished with value: -0.03333333333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00010263999331576656, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.043546976516801256, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8466629825301819}. Best is trial 83 with value: -0.13683333333333333.
2024-08-25 23:45:32,077 - INFO - Trial 86 finished with value: -0.13274999999999998 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00011887704184745797, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.04132868969569374, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8488019688247633}. Best is trial 83 with value: -0.13683333333333333.
2024-08-25 23:50:52,839 - INFO - Trial 87 finished with value: 1.5719166666666669 and parameters: {'window_size': 4, 'horizon': 8, 'batch_size': 128, 'lr': 0.0001035169380091787, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.04807867385942918, 'scheduler_step_size': 7, 'scheduler_gamma': 0.863774887618511}. Best is trial 83 with value: -0.13683333333333333.
2024-08-25 23:55:36,728 - INFO - Trial 88 finished with value: 0.5108333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00024740182478195775, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.00846860003731877, 'scheduler_step_size': 8, 'scheduler_gamma': 0.8397729599170102}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:00:29,514 - INFO - Trial 89 finished with value: 1.0751666666666668 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.0003678487074839843, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.058018509834318166, 'scheduler_step_size': 8, 'scheduler_gamma': 0.8739033086401512}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:06:13,786 - INFO - Trial 90 finished with value: 0.393 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00016553142527980078, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.01949277697663166, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8978144524514587}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:11:22,223 - INFO - Trial 91 finished with value: 0.09483333333333331 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 6.56915588522341e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.03769051305987437, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8290178961948093}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:16:00,823 - INFO - Trial 92 finished with value: 0.3091666666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00012006098789032121, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.04016594008674249, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8254018268144437}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:22:21,920 - INFO - Trial 93 finished with value: 0.06458333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 9.175366608130441e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.059657507023225684, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8578355817994624}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:26:57,271 - INFO - Trial 94 finished with value: 0.15166666666666664 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 9.639926223833887e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0020181891012985634, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8634664825376203}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:33:09,623 - INFO - Trial 95 finished with value: 0.11891666666666663 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 6.618693072814445e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0232664108836738, 'scheduler_step_size': 8, 'scheduler_gamma': 0.8258128231050604}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:39:17,642 - INFO - Trial 96 finished with value: 0.935 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.0002230444808637904, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0597588117421574, 'scheduler_step_size': 8, 'scheduler_gamma': 0.8561485191701051}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:44:46,790 - INFO - Trial 97 finished with value: 0.5460000000000002 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 128, 'lr': 3.5393277437456335e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.040585635976539254, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8002370166223092}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:49:17,767 - INFO - Trial 98 finished with value: 1.1271666666666667 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 128, 'lr': 5.07415304800173e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.06871347009173467, 'scheduler_step_size': 6, 'scheduler_gamma': 0.891144400855645}. Best is trial 83 with value: -0.13683333333333333.
2024-08-26 00:54:27,749 - INFO - Trial 99 finished with value: 0.28791666666666665 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00016144119296798777, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.012110921389104187, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8464525063080669}. Best is trial 83 with value: -0.13683333333333333.
