2024-08-27 14:52:46,370 - INFO - A new study created in memory with name: no-name-a341abe2-7ee3-4510-a81e-2bda93a37043
2024-08-27 14:55:04,765 - INFO - Trial 0 finished with value: 1.6194166666666667 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 0.0024354991977897154, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.1695862224558352, 'scheduler_step_size': 6, 'scheduler_gamma': 0.2430593114347911}. Best is trial 0 with value: 1.6194166666666667.
2024-08-27 20:47:14,664 - INFO - Trial 66 finished with value: 1.2326666666666666 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.0805955067671645e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.2939307530983486, 'scheduler_step_size': 3, 'scheduler_gamma': 0.19580540370313382}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:50:39,668 - INFO - Trial 67 finished with value: 4.385749999999999 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 128, 'lr': 0.004416686236507867, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.13881977683413949, 'scheduler_step_size': 5, 'scheduler_gamma': 0.3253959763559145}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:55:23,419 - INFO - Trial 68 finished with value: 1.0131666666666665 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 64, 'lr': 1.3397174585495047e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.03542328458217697, 'scheduler_step_size': 3, 'scheduler_gamma': 0.12803502147629214}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:00:13,915 - INFO - Trial 69 finished with value: 0.5505000000000001 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.483222425689995e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.09184052528541425, 'scheduler_step_size': 6, 'scheduler_gamma': 0.3804449040539522}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:12:20,795 - INFO - Trial 70 finished with value: 3.1755 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 32, 'lr': 0.00029978862065214464, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.18286480921592324, 'scheduler_step_size': 7, 'scheduler_gamma': 0.8294343496935702}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:16:19,252 - INFO - Trial 71 finished with value: 0.41758333333333336 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 4.562583628548189e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.04557633730056713, 'scheduler_step_size': 3, 'scheduler_gamma': 0.5656603413080669}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:20:14,778 - INFO - Trial 72 finished with value: 0.28525 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.2121600231377506e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.06042015965382889, 'scheduler_step_size': 4, 'scheduler_gamma': 0.5076874538274861}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:25:23,897 - INFO - Trial 73 finished with value: 0.4803333333333333 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.864389369123002e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.062953992959038, 'scheduler_step_size': 4, 'scheduler_gamma': 0.49401400693251296}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:31:41,176 - INFO - Trial 74 finished with value: 0.54425 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.3317342559428906e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.014490901046130295, 'scheduler_step_size': 4, 'scheduler_gamma': 0.41668527393200394}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:36:40,963 - INFO - Trial 75 finished with value: 0.8610833333333332 and parameters: {'window_size': 8, 'horizon': 24, 'batch_size': 128, 'lr': 3.106406173180632e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.23227155540032896, 'scheduler_step_size': 5, 'scheduler_gamma': 0.46549418325264286}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:41:45,369 - INFO - Trial 76 finished with value: 0.41216666666666674 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 5.3505400297114375e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 3, 'dropout': 0.0706952089305487, 'scheduler_step_size': 10, 'scheduler_gamma': 0.5389776169099798}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:47:44,952 - INFO - Trial 77 finished with value: 0.5085 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.0030854315759313e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.027118645587725657, 'scheduler_step_size': 4, 'scheduler_gamma': 0.5023003023586872}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:52:56,818 - INFO - Trial 78 finished with value: 0.5381666666666668 and parameters: {'window_size': 24, 'horizon': 24, 'batch_size': 128, 'lr': 0.00014352353633380278, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.053840767196122, 'scheduler_step_size': 4, 'scheduler_gamma': 0.4406107064934133}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 21:57:14,144 - INFO - Trial 79 finished with value: 1.8697500000000005 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 64, 'lr': 7.341609923336641e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.08103936126760436, 'scheduler_step_size': 2, 'scheduler_gamma': 0.5908911874629368}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:02:40,202 - INFO - Trial 80 finished with value: 0.6879166666666666 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.2049437599632765e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.16015708178357033, 'scheduler_step_size': 9, 'scheduler_gamma': 0.6487838389624805}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:07:17,137 - INFO - Trial 81 finished with value: 0.26899999999999996 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.652951675239264e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.044939294586760055, 'scheduler_step_size': 3, 'scheduler_gamma': 0.5491508407749709}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:11:43,498 - INFO - Trial 82 finished with value: 0.4074166666666667 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.440996575220202e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.03870707976837164, 'scheduler_step_size': 3, 'scheduler_gamma': 0.38314959304265866}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:17:13,115 - INFO - Trial 83 finished with value: 0.5081666666666668 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.6798244180077956e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.10406364238540385, 'scheduler_step_size': 3, 'scheduler_gamma': 0.5169262096136177}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:23:22,482 - INFO - Trial 84 finished with value: 0.3465833333333334 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.448711627823537e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.016677901271758316, 'scheduler_step_size': 2, 'scheduler_gamma': 0.6787951219436539}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:29:31,161 - INFO - Trial 85 finished with value: 0.6158333333333333 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.5585788093032057e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.012205793138202033, 'scheduler_step_size': 2, 'scheduler_gamma': 0.6942234334005521}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:33:55,052 - INFO - Trial 86 finished with value: 0.5095833333333334 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 8.431185098373026e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.026612060143914644, 'scheduler_step_size': 1, 'scheduler_gamma': 0.7511021171764162}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:38:19,475 - INFO - Trial 87 finished with value: 0.5568333333333333 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 6.192306274111509e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.0506755880841231, 'scheduler_step_size': 2, 'scheduler_gamma': 0.6168432776817118}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:51:37,032 - INFO - Trial 88 finished with value: 2.626583333333333 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 32, 'lr': 4.1964339774742365e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.1253622676149145, 'scheduler_step_size': 3, 'scheduler_gamma': 0.8952711039395502}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:56:12,444 - INFO - Trial 89 finished with value: 1.8928333333333336 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 0.0001239094494964597, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.4655780805321377, 'scheduler_step_size': 8, 'scheduler_gamma': 0.7915491217537215}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 22:58:14,264 - INFO - Trial 90 finished with value: 0.8115833333333332 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.0045366183430816e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.0638617240048297, 'scheduler_step_size': 2, 'scheduler_gamma': 0.580970394250497}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:03:40,332 - INFO - Trial 91 finished with value: 1.3189166666666667 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 128, 'lr': 2.3301851706827186e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.013776004803021283, 'scheduler_step_size': 4, 'scheduler_gamma': 0.48434135292917246}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:08:50,830 - INFO - Trial 92 finished with value: 0.8021666666666665 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.6272742884774244e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 3, 'dropout': 0.04127791137412476, 'scheduler_step_size': 3, 'scheduler_gamma': 0.6698383834807612}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:15:02,322 - INFO - Trial 93 finished with value: 0.4055 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.2173261107913198e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.08150745526366623, 'scheduler_step_size': 4, 'scheduler_gamma': 0.5395317995543515}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:20:22,608 - INFO - Trial 94 finished with value: 0.4575833333333334 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 3.0351324555708563e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.026502131694510364, 'scheduler_step_size': 1, 'scheduler_gamma': 0.8556955739741313}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:25:20,018 - INFO - Trial 95 finished with value: 0.7127500000000001 and parameters: {'window_size': 8, 'horizon': 24, 'batch_size': 128, 'lr': 2.019273487828238e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.05713908602211433, 'scheduler_step_size': 3, 'scheduler_gamma': 0.6324353160558119}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:29:28,249 - INFO - Trial 96 finished with value: 0.44041666666666673 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.660670785539602e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.0344820178952834, 'scheduler_step_size': 5, 'scheduler_gamma': 0.45654992545149103}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:36:05,721 - INFO - Trial 97 finished with value: 1.1894166666666666 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 64, 'lr': 5.2454391481277066e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.07359653678973686, 'scheduler_step_size': 6, 'scheduler_gamma': 0.36044227880376223}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:42:25,166 - INFO - Trial 98 finished with value: 2.67175 and parameters: {'window_size': 24, 'horizon': 24, 'batch_size': 128, 'lr': 1.707486259365981e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.0019383649452421325, 'scheduler_step_size': 2, 'scheduler_gamma': 0.4058267374688322}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 23:47:56,449 - INFO - Trial 99 finished with value: 0.6212500000000001 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.1965425636602132e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.045499097918902325, 'scheduler_step_size': 4, 'scheduler_gamma': 0.4338623980132082}. Best is trial 31 with value: 0.23041666666666674.
