2024-08-22 21:34:55,070 - INFO - A new study created in memory with name: no-name-4bd02a01-23d6-4be9-825b-378438a65866
2024-08-22 23:32:03,675 - INFO - Trial 0 finished with value: 5.458833333333334 and parameters: {'window_size': 2, 'horizon': 4, 'batch_size': 64, 'lr': 0.078187026626428, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.36263019902716814, 'scheduler_step_size': 2, 'scheduler_gamma': 0.7727614977237559}. Best is trial 0 with value: 5.458833333333334.
2024-08-24 13:09:26,768 - INFO - Trial 66 finished with value: -0.24616666666666664 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.00011754858768467345, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.1218562920621296, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7696520657449072}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 13:57:25,184 - INFO - Trial 67 finished with value: -0.24791666666666667 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 6.826093291375338e-05, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.05071044802218391, 'scheduler_step_size': 3, 'scheduler_gamma': 0.8907805683317773}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 14:31:58,471 - INFO - Trial 68 finished with value: -0.09883333333333334 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.00046848435039547297, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.09801158423401746, 'scheduler_step_size': 4, 'scheduler_gamma': 0.8364131468951171}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 14:53:26,834 - INFO - Trial 69 finished with value: 18.326500000000003 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 32, 'lr': 0.00030729221732691463, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.12194669760809465, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7095238554166912}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 15:10:57,790 - INFO - Trial 70 finished with value: 0.2535833333333333 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 4.286309897180348e-05, 'epochs': 5, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.055212100205457804, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7866440341722347}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 15:59:04,719 - INFO - Trial 71 finished with value: -0.2004166666666667 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 7.73902368995707e-05, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.02197025895428059, 'scheduler_step_size': 3, 'scheduler_gamma': 0.8902749777363205}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 16:23:37,638 - INFO - Trial 72 finished with value: 8.912083333333333 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.07743732822442204, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.0498004606203544, 'scheduler_step_size': 3, 'scheduler_gamma': 0.8662619790539077}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 17:19:35,124 - INFO - Trial 73 finished with value: -0.14733333333333334 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 6.406891324674477e-05, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.07413502011138362, 'scheduler_step_size': 2, 'scheduler_gamma': 0.7548151119376041}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 18:10:46,655 - INFO - Trial 74 finished with value: -0.17474999999999996 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.00020268467311437146, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.10482624605804002, 'scheduler_step_size': 3, 'scheduler_gamma': 0.6594457011715007}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 18:40:49,412 - INFO - Trial 75 finished with value: 0.58 and parameters: {'window_size': 16, 'horizon': 12, 'batch_size': 128, 'lr': 0.00010701053542054466, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.22648369486051195, 'scheduler_step_size': 4, 'scheduler_gamma': 0.8009924438970046}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 18:53:12,407 - INFO - Trial 76 finished with value: 0.8781666666666667 and parameters: {'window_size': 2, 'horizon': 4, 'batch_size': 128, 'lr': 2.3550864598993525e-05, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.0837528213573169, 'scheduler_step_size': 4, 'scheduler_gamma': 0.8310231503370864}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 19:37:07,413 - INFO - Trial 77 finished with value: -0.22541666666666663 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.00026479025696761997, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.12797808086142606, 'scheduler_step_size': 3, 'scheduler_gamma': 0.7515416145587224}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 20:13:56,046 - INFO - Trial 78 finished with value: -0.3063333333333333 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0004664822469887444, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.10992820872443106, 'scheduler_step_size': 4, 'scheduler_gamma': 0.8663082247803716}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 20:20:17,674 - INFO - Trial 79 finished with value: 5.123166666666667 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 128, 'lr': 0.0004637798218778296, 'epochs': 5, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.11134796155576794, 'scheduler_step_size': 5, 'scheduler_gamma': 0.8637669530983633}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 21:08:41,061 - INFO - Trial 80 finished with value: -0.26308333333333334 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0003117554571773269, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.06776302257681494, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7141815152346881}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 21:55:26,297 - INFO - Trial 81 finished with value: -0.26625000000000004 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0003225802844348321, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.10694976622313901, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6517370340982623}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 22:39:55,075 - INFO - Trial 82 finished with value: -0.30058333333333337 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0002954240478368396, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.10499978888730169, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6558759166005503}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 23:27:07,507 - INFO - Trial 83 finished with value: -0.26208333333333333 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0003057007284650959, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.0683740943012901, 'scheduler_step_size': 4, 'scheduler_gamma': 0.642558300413307}. Best is trial 53 with value: -0.32616666666666666.
2024-08-24 23:58:05,564 - INFO - Trial 84 finished with value: 0.9512500000000003 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0006168256809503219, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.06544717624834392, 'scheduler_step_size': 5, 'scheduler_gamma': 0.6455231751663791}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 02:12:26,115 - INFO - Trial 85 finished with value: 0.17783333333333332 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 32, 'lr': 0.00030866639168701727, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.030700046952673664, 'scheduler_step_size': 6, 'scheduler_gamma': 0.6644554486396332}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 02:56:43,862 - INFO - Trial 86 finished with value: -0.3053333333333333 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0004271204980629472, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.0893474121503919, 'scheduler_step_size': 4, 'scheduler_gamma': 0.728567922645809}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 03:06:31,578 - INFO - Trial 87 finished with value: 0.4300833333333333 and parameters: {'window_size': 2, 'horizon': 4, 'batch_size': 128, 'lr': 0.0004512603058361866, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.08807533727348997, 'scheduler_step_size': 5, 'scheduler_gamma': 0.8165677233117111}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 03:39:35,381 - INFO - Trial 88 finished with value: -0.13016666666666665 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0014559896813098516, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.10650026886273534, 'scheduler_step_size': 5, 'scheduler_gamma': 0.7324981724305879}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 04:00:34,470 - INFO - Trial 89 finished with value: 0.511 and parameters: {'window_size': 16, 'horizon': 12, 'batch_size': 128, 'lr': 0.0010320217415667947, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.1341184427466178, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6919580467964218}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 04:16:50,641 - INFO - Trial 90 finished with value: -0.0031666666666667017 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0006472789266093616, 'epochs': 5, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.013278720394529438, 'scheduler_step_size': 3, 'scheduler_gamma': 0.7283271548086317}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 05:02:59,956 - INFO - Trial 91 finished with value: -0.1369166666666667 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0002948113034828142, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.0671985953861395, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6302039438952298}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 05:48:25,982 - INFO - Trial 92 finished with value: -0.27958333333333335 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0004025300461436916, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.09374589209737334, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6769985905862943}. Best is trial 53 with value: -0.32616666666666666.
2024-08-25 06:33:47,607 - INFO - Trial 93 finished with value: -0.33241666666666664 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.00038725047703428334, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.09693951693939203, 'scheduler_step_size': 5, 'scheduler_gamma': 0.6781843199446222}. Best is trial 93 with value: -0.33241666666666664.
2024-08-25 07:16:08,576 - INFO - Trial 94 finished with value: -0.24941666666666665 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0003946334670483716, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.09573586101944769, 'scheduler_step_size': 5, 'scheduler_gamma': 0.6804852262727581}. Best is trial 93 with value: -0.33241666666666664.
2024-08-25 07:50:49,821 - INFO - Trial 95 finished with value: -0.30683333333333335 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0005185106237619728, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.039498132302605196, 'scheduler_step_size': 5, 'scheduler_gamma': 0.7919357489781464}. Best is trial 93 with value: -0.33241666666666664.
2024-08-25 08:09:48,117 - INFO - Trial 96 finished with value: 0.21624999999999997 and parameters: {'window_size': 4, 'horizon': 4, 'batch_size': 128, 'lr': 0.0006619515626776213, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.04476407471763004, 'scheduler_step_size': 6, 'scheduler_gamma': 0.7806366865671471}. Best is trial 93 with value: -0.33241666666666664.
2024-08-25 09:01:16,416 - INFO - Trial 97 finished with value: -0.15591666666666668 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0005426819894235829, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.037786270018123576, 'scheduler_step_size': 5, 'scheduler_gamma': 0.7966888567668722}. Best is trial 93 with value: -0.33241666666666664.
2024-08-25 10:13:20,949 - INFO - Trial 98 finished with value: 4.541916666666666 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 32, 'lr': 0.0004155413891854604, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.16834139714733923, 'scheduler_step_size': 5, 'scheduler_gamma': 0.7448296493466633}. Best is trial 93 with value: -0.33241666666666664.
2024-08-25 10:45:18,252 - INFO - Trial 99 finished with value: -0.03966666666666666 and parameters: {'window_size': 16, 'horizon': 4, 'batch_size': 128, 'lr': 0.0009471198751392582, 'epochs': 20, 'model_type': 'gru', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0874523273173112, 'scheduler_step_size': 5, 'scheduler_gamma': 0.8535719540185976}. Best is trial 93 with value: -0.33241666666666664.
